Price,Close,Return,Direction
Ticker,AAPL,,
Date,,,
2024-01-03,182.52621459960938,-0.007487792976650143,0
2024-01-04,180.20814514160156,-0.012699926216586221,0
2024-01-05,179.48495483398438,-0.004013083354522773,0
2024-01-08,183.82398986816406,0.02417492339785854,1
2024-01-09,183.4079132080078,-0.0022634513615695795,0
2024-01-10,184.44808959960938,0.005671382294295313,1
2024-01-11,183.8536834716797,-0.0032226201378392494,0
2024-01-12,184.1806182861328,0.001778233692573794,1
2024-01-16,181.9120330810547,-0.012317176618192094,0
2024-01-17,180.97091674804688,-0.0051734693800518095,0
2024-01-18,186.86524963378906,0.032570608535671175,1
2024-01-19,189.767822265625,0.015532971686947006,1
2024-01-22,192.07606506347656,0.0121635099686217,1
2024-01-23,193.35397338867188,0.0066531367392026475,1
2024-01-24,192.68032836914062,-0.0034839988427707302,0
2024-01-25,192.35345458984375,-0.001696456415989922,0
2024-01-26,190.61978149414062,-0.009012955339948725,0
2024-01-29,189.93624877929688,-0.0035858435545670364,0
2024-01-30,186.28076171875,-0.019245863199048974,0
2024-01-31,182.67483520507812,-0.01935748211678545,0
2024-02-01,185.11183166503906,0.013340624926389433,1
2024-02-02,184.11126708984375,-0.005405189750409045,0
2024-02-05,185.9241180419922,0.00984649652790548,1
2024-02-06,187.5290069580078,0.00863195659023197,1
2024-02-07,187.63796997070312,0.0005810461776705189,1
2024-02-08,186.55816650390625,-0.005754717272657972,0
2024-02-09,187.32192993164062,0.004093969414726173,1
2024-02-12,185.63568115234375,-0.009001875967817763,0
2024-02-13,183.54275512695312,-0.011274373613944677,0
2024-02-14,182.6599578857422,-0.004809763483174967,0
2024-02-15,182.372314453125,-0.001574748160169337,0
2024-02-16,180.8348388671875,-0.00843042207666167,0
2024-02-20,180.0908966064453,-0.004113932168173462,0
2024-02-21,180.8447723388672,0.004186084619642427,1
2024-02-22,182.87815856933594,0.011243820897728796,1
2024-02-23,181.04315185546875,-0.010034039757522373,0
2024-02-26,179.6941680908203,-0.007451172556503849,0
2024-02-27,181.15225219726562,0.00811425391228271,1
2024-02-28,179.9520263671875,-0.006625508739307007,0
2024-02-29,179.28746032714844,-0.003693017819555,0
2024-03-01,178.20628356933594,-0.006030409242451573,0
2024-03-04,173.6831817626953,-0.025381270043044246,0
2024-03-05,168.74346923828125,-0.02844093754087962,0
2024-03-06,167.7515869140625,-0.0058780486658012165,0
2024-03-07,167.6325225830078,-0.0007097657509236299,0
2024-03-08,169.34852600097656,0.010236697458985144,1
2024-03-11,171.3522186279297,0.011831768922166974,1
2024-03-12,171.8282928466797,0.0027783370566314414,1
2024-03-13,169.7453155517578,-0.012122434905295187,0
2024-03-14,171.6001739501953,0.010927302426039232,1
2024-03-15,171.22323608398438,-0.002196605385262229,0
2024-03-18,172.31434631347656,0.006372442516838106,1
2024-03-19,174.65525817871094,0.013585124601150467,1
2024-03-20,177.22427368164062,0.014709064758308132,1
2024-03-21,169.98336791992188,-0.04085730250883157,0
2024-03-22,170.88600158691406,0.00531012932640218,1
2024-03-25,169.4675750732422,-0.008300425432743563,0
2024-03-26,168.33677673339844,-0.006672653098122372,0
2024-03-27,171.90765380859375,0.021212697216192122,1
2024-03-28,170.09246826171875,-0.010559073471481772,0
2024-04-01,168.65419006347656,-0.008455860585367736,0
2024-04-02,167.4738311767578,-0.006998692924702898,0
2024-04-03,168.2772674560547,0.0047973840071102725,1
2024-04-04,167.45399475097656,-0.004892358412541542,0
2024-04-05,168.2078399658203,0.004501804904474271,1
2024-04-08,167.0869903564453,-0.006663480189762594,0
2024-04-09,168.29710388183594,0.007242416197748902,1
2024-04-10,166.42242431640625,-0.011139107698168838,0
2024-04-11,173.62364196777344,0.043270717158140126,1
2024-04-12,175.1214599609375,0.008626808977098221,1
2024-04-15,171.29266357421875,-0.021863661869726325,0
2024-04-16,168.0094451904297,-0.01916730299640934,0
2024-04-17,166.640625,-0.00814728117742547,0
2024-04-18,165.6884002685547,-0.005714241238865436,0
2024-04-19,163.6649169921875,-0.012212582613432499,0
2024-04-22,164.49810791015625,0.005090833962959396,1
2024-04-23,165.5495147705078,0.006391604582624222,1
2024-04-24,167.65237426757812,0.01270229936937839,1
2024-04-25,168.51535034179688,0.00514741337836,1
2024-04-26,167.9300994873047,-0.0034729824511839924,0
2024-04-29,172.0961151123047,0.024808034043444005,1
2024-04-30,168.9517822265625,-0.01827079526862241,0
2024-05-01,167.9300994873047,-0.0060471853317756175,0
2024-05-02,171.62994384765625,0.02203205007111464,1
2024-05-03,181.8961944580078,0.059816197454822806,1
2024-05-06,180.23971557617188,-0.009106726431367673,0
2024-05-07,180.92408752441406,0.0037970096993020785,1
2024-05-08,181.2613525390625,0.0018641244472377139,1
2024-05-09,183.07655334472656,0.010014273755752034,1
2024-05-10,181.8151397705078,-0.006890088059739452,0
2024-05-13,185.02333068847656,0.017645345277726765,1
2024-05-14,186.1655731201172,0.00617350486228041,1
2024-05-15,188.44012451171875,0.012217894820617525,1
2024-05-16,188.55929565429688,0.0006324085323490269,1
2024-05-17,188.589111328125,0.00015812359568201373,1
2024-05-20,189.751220703125,0.006162123395226482,1
2024-05-21,191.05239868164062,0.006857283835614236,1
2024-05-22,189.6121826171875,-0.007538330187903175,0
